"PID","Attention_Check","Score","Item","Trait","Order"
289,"8",7,"the spam filter","trust","7"
289,"8",5,"the spam filter","reliable","9"
289,"8",7,"the spam filter","good-intentions","18"
289,"8",7,"the robot vacuum","trust","6"
289,"8",7,"the robot vacuum","reliable","16"
289,"8",5,"the robot vacuum","good-intentions","11"
289,"8",7,"Amazon Alexa","trust","10"
289,"8",7,"Amazon Alexa","reliable","12"
289,"8",7,"Amazon Alexa","good-intentions","14"
289,"8",7,"Apple’s Siri","trust","8"
289,"8",4,"Apple’s Siri","reliable","13"
289,"8",7,"Apple’s Siri","good-intentions","3"
290,"8",7,"the factory robot","trust","16"
290,"8",7,"the factory robot","reliable","7"
290,"8",1,"the factory robot","good-intentions","6"
290,"8",7,"Apple’s Siri","trust","2"
290,"8",7,"Apple’s Siri","reliable","12"
290,"8",1,"Apple’s Siri","good-intentions","18"
290,"8",7,"the autonomous killer drone","trust","13"
290,"8",7,"the autonomous killer drone","reliable","15"
290,"8",3,"the autonomous killer drone","good-intentions","4"
290,"8",7,"the smart watch","trust","9"
290,"8",7,"the smart watch","reliable","10"
290,"8",1,"the smart watch","good-intentions","5"
290,"8",7,"the audio transcription AI","trust","11"
290,"8",7,"the audio transcription AI","reliable","1"
290,"8",1,"the audio transcription AI","good-intentions","17"
290,"8",7,"the AI photo editing tool","trust","8"
290,"8",7,"the AI photo editing tool","reliable","3"
290,"8",1,"the AI photo editing tool","good-intentions","14"
291,"8",7,"the autonomous killer drone","trust","12"
291,"8",7,"the autonomous killer drone","reliable","15"
291,"8",2,"the autonomous killer drone","good-intentions","5"
291,"8",7,"the AI therapist","trust","1"
291,"8",7,"the AI therapist","reliable","4"
291,"8",1,"the AI therapist","good-intentions","14"
291,"8",7,"the robot vacuum","trust","7"
291,"8",7,"the robot vacuum","reliable","18"
291,"8",1,"the robot vacuum","good-intentions","3"
291,"8",7,"the AI photo editing tool","trust","2"
291,"8",7,"the AI photo editing tool","reliable","10"
291,"8",1,"the AI photo editing tool","good-intentions","13"
291,"8",7,"the Artificial Moral Advisor","trust","11"
291,"8",7,"the Artificial Moral Advisor","reliable","8"
291,"8",1,"the Artificial Moral Advisor","good-intentions","16"
291,"8",7,"the smart watch","trust","17"
291,"8",7,"the smart watch","reliable","9"
291,"8",1,"the smart watch","good-intentions","6"
292,"1",6,"Microsoft Copilot","trust","10"
292,"1",4,"Microsoft Copilot","reliable","15"
292,"1",6,"Microsoft Copilot","good-intentions","6"
292,"1",6,"Amazon Alexa","trust","12"
292,"1",4,"Amazon Alexa","reliable","8"
292,"1",6,"Amazon Alexa","good-intentions","7"
292,"1",5,"the autonomous killer drone","trust","3"
292,"1",6,"the autonomous killer drone","reliable","11"
292,"1",2,"the autonomous killer drone","good-intentions","1"
292,"1",4,"the audio transcription AI","trust","17"
292,"1",2,"the audio transcription AI","reliable","16"
292,"1",5,"the audio transcription AI","good-intentions","13"
292,"1",5,"the factory robot","trust","4"
292,"1",3,"the factory robot","reliable","9"
292,"1",7,"the factory robot","good-intentions","2"
292,"1",1,"the Instagram filter","trust","18"
292,"1",2,"the Instagram filter","reliable","14"
292,"1",1,"the Instagram filter","good-intentions","5"
293,"8",1,"Microsoft Copilot","trust","10"
293,"8",5,"Microsoft Copilot","reliable","8"
293,"8",1,"Microsoft Copilot","good-intentions","1"
293,"8",1,"the robot vacuum","trust","15"
293,"8",5,"the robot vacuum","reliable","17"
293,"8",1,"the robot vacuum","good-intentions","16"
293,"8",1,"DALL-E","trust","2"
293,"8",5,"DALL-E","reliable","13"
293,"8",1,"DALL-E","good-intentions","6"
293,"8",1,"the predictive sentencing algorithm","trust","14"
293,"8",5,"the predictive sentencing algorithm","reliable","4"
293,"8",1,"the predictive sentencing algorithm","good-intentions","18"
293,"8",1,"the AI photo editing tool","trust","5"
293,"8",5,"the AI photo editing tool","reliable","7"
293,"8",1,"the AI photo editing tool","good-intentions","12"
293,"8",1,"the AI therapist","trust","11"
293,"8",1,"the AI therapist","reliable","9"
293,"8",1,"the AI therapist","good-intentions","3"
294,"8",6,"the factory robot","trust","17"
294,"8",4,"the factory robot","reliable","1"
294,"8",5,"the factory robot","good-intentions","14"
294,"8",7,"Apple’s Siri","trust","8"
294,"8",7,"Apple’s Siri","reliable","11"
294,"8",7,"Apple’s Siri","good-intentions","9"
294,"8",7,"the audio transcription AI","trust","13"
294,"8",6,"the audio transcription AI","reliable","15"
294,"8",3,"the audio transcription AI","good-intentions","6"
294,"8",6,"the spam filter","trust","3"
294,"8",7,"the spam filter","reliable","5"
294,"8",4,"the spam filter","good-intentions","12"
294,"8",6,"the Artificial Moral Advisor","trust","16"
294,"8",7,"the Artificial Moral Advisor","reliable","18"
294,"8",3,"the Artificial Moral Advisor","good-intentions","7"
294,"8",7,"the self-driving car","trust","2"
294,"8",7,"the self-driving car","reliable","10"
294,"8",3,"the self-driving car","good-intentions","4"
295,"8",4,"the factory robot","trust","10"
295,"8",6,"the factory robot","reliable","9"
295,"8",3,"the factory robot","good-intentions","14"
295,"8",4,"the audio transcription AI","trust","11"
295,"8",6,"the audio transcription AI","reliable","16"
295,"8",2,"the audio transcription AI","good-intentions","5"
295,"8",5,"Google's AI Overviews","trust","13"
295,"8",6,"Google's AI Overviews","reliable","7"
295,"8",2,"Google's AI Overviews","good-intentions","8"
295,"8",4,"the AI photo editing tool","trust","15"
295,"8",6,"the AI photo editing tool","reliable","6"
295,"8",3,"the AI photo editing tool","good-intentions","12"
295,"8",5,"the AI therapist","trust","4"
295,"8",7,"the AI therapist","reliable","3"
295,"8",2,"the AI therapist","good-intentions","2"
295,"8",6,"the Instagram filter","trust","1"
295,"8",5,"the Instagram filter","reliable","18"
295,"8",3,"the Instagram filter","good-intentions","17"
296,"8",7,"the AI therapist","trust","4"
296,"8",6,"the AI therapist","reliable","17"
296,"8",6,"the AI therapist","good-intentions","10"
296,"8",7,"the AI photo editing tool","trust","3"
296,"8",7,"the AI photo editing tool","reliable","8"
296,"8",6,"the AI photo editing tool","good-intentions","16"
296,"8",1,"Amazon Alexa","trust","13"
296,"8",2,"Amazon Alexa","reliable","9"
296,"8",5,"Amazon Alexa","good-intentions","15"
296,"8",4,"the autonomous killer drone","trust","12"
296,"8",7,"the autonomous killer drone","reliable","1"
296,"8",3,"the autonomous killer drone","good-intentions","18"
296,"8",7,"ChatGPT","trust","2"
296,"8",7,"ChatGPT","reliable","11"
296,"8",6,"ChatGPT","good-intentions","14"
296,"8",7,"the robot vacuum","trust","7"
296,"8",7,"the robot vacuum","reliable","5"
296,"8",5,"the robot vacuum","good-intentions","6"
297,"8",4,"Google's AI Overviews","trust","4"
297,"8",4,"Google's AI Overviews","reliable","2"
297,"8",5,"Google's AI Overviews","good-intentions","16"
297,"8",5,"the spam filter","trust","12"
297,"8",5,"the spam filter","reliable","8"
297,"8",5,"the spam filter","good-intentions","6"
297,"8",4,"the predictive sentencing algorithm","trust","10"
297,"8",4,"the predictive sentencing algorithm","reliable","18"
297,"8",5,"the predictive sentencing algorithm","good-intentions","13"
297,"8",6,"Apple’s Siri","trust","7"
297,"8",6,"Apple’s Siri","reliable","5"
297,"8",7,"Apple’s Siri","good-intentions","9"
297,"8",5,"Microsoft Copilot","trust","14"
297,"8",5,"Microsoft Copilot","reliable","15"
297,"8",5,"Microsoft Copilot","good-intentions","1"
297,"8",6,"the smart watch","trust","3"
297,"8",6,"the smart watch","reliable","17"
297,"8",4,"the smart watch","good-intentions","11"
298,"8",5,"the predictive sentencing algorithm","trust","3"
298,"8",6,"the predictive sentencing algorithm","reliable","15"
298,"8",2,"the predictive sentencing algorithm","good-intentions","18"
298,"8",6,"the self-driving car","trust","5"
298,"8",7,"the self-driving car","reliable","4"
298,"8",2,"the self-driving car","good-intentions","16"
298,"8",5,"the spam filter","trust","2"
298,"8",7,"the spam filter","reliable","12"
298,"8",1,"the spam filter","good-intentions","17"
298,"8",7,"Google's AI Overviews","trust","1"
298,"8",6,"Google's AI Overviews","reliable","10"
298,"8",2,"Google's AI Overviews","good-intentions","7"
298,"8",5,"the predictive policing algorithm","trust","6"
298,"8",6,"the predictive policing algorithm","reliable","11"
298,"8",2,"the predictive policing algorithm","good-intentions","8"
298,"8",6,"the AI therapist","trust","14"
298,"8",6,"the AI therapist","reliable","9"
298,"8",2,"the AI therapist","good-intentions","13"
299,"8",4,"the smart watch","trust","1"
299,"8",4,"the smart watch","reliable","16"
299,"8",4,"the smart watch","good-intentions","14"
299,"8",2,"the autonomous killer drone","trust","5"
299,"8",2,"the autonomous killer drone","reliable","17"
299,"8",4,"the autonomous killer drone","good-intentions","15"
299,"8",4,"the AI photo editing tool","trust","9"
299,"8",5,"the AI photo editing tool","reliable","7"
299,"8",4,"the AI photo editing tool","good-intentions","11"
299,"8",5,"DALL-E","trust","4"
299,"8",4,"DALL-E","reliable","12"
299,"8",3,"DALL-E","good-intentions","18"
299,"8",5,"the audio transcription AI","trust","3"
299,"8",4,"the audio transcription AI","reliable","13"
299,"8",4,"the audio transcription AI","good-intentions","8"
299,"8",4,"the self-driving car","trust","2"
299,"8",4,"the self-driving car","reliable","10"
299,"8",4,"the self-driving car","good-intentions","6"
300,"8",5,"the spam filter","trust","16"
300,"8",3,"the spam filter","reliable","10"
300,"8",2,"the spam filter","good-intentions","13"
300,"8",3,"Microsoft Copilot","trust","14"
300,"8",4,"Microsoft Copilot","reliable","8"
300,"8",2,"Microsoft Copilot","good-intentions","1"
300,"8",5,"the Artificial Moral Advisor","trust","5"
300,"8",2,"the Artificial Moral Advisor","reliable","12"
300,"8",3,"the Artificial Moral Advisor","good-intentions","18"
300,"8",1,"the predictive sentencing algorithm","trust","15"
300,"8",1,"the predictive sentencing algorithm","reliable","6"
300,"8",4,"the predictive sentencing algorithm","good-intentions","17"
300,"8",5,"the robot vacuum","trust","4"
300,"8",6,"the robot vacuum","reliable","2"
300,"8",2,"the robot vacuum","good-intentions","3"
300,"8",2,"Google's AI Overviews","trust","9"
300,"8",2,"Google's AI Overviews","reliable","11"
300,"8",2,"Google's AI Overviews","good-intentions","7"
301,"8",7,"the self-driving car","trust","15"
301,"8",7,"the self-driving car","reliable","18"
301,"8",2,"the self-driving car","good-intentions","13"
301,"8",7,"the smart watch","trust","1"
301,"8",7,"the smart watch","reliable","14"
301,"8",4,"the smart watch","good-intentions","6"
301,"8",2,"the Instagram filter","trust","7"
301,"8",2,"the Instagram filter","reliable","9"
301,"8",5,"the Instagram filter","good-intentions","10"
301,"8",6,"the audio transcription AI","trust","16"
301,"8",7,"the audio transcription AI","reliable","8"
301,"8",1,"the audio transcription AI","good-intentions","11"
301,"8",7,"the autonomous killer drone","trust","4"
301,"8",7,"the autonomous killer drone","reliable","3"
301,"8",5,"the autonomous killer drone","good-intentions","2"
301,"8",7,"Microsoft Copilot","trust","5"
301,"8",7,"Microsoft Copilot","reliable","12"
301,"8",1,"Microsoft Copilot","good-intentions","17"
302,"8",7,"Google's AI Overviews","trust","1"
302,"8",7,"Google's AI Overviews","reliable","7"
302,"8",5,"Google's AI Overviews","good-intentions","13"
302,"8",7,"the smart watch","trust","2"
302,"8",6,"the smart watch","reliable","15"
302,"8",1,"the smart watch","good-intentions","4"
302,"8",1,"the AI photo editing tool","trust","11"
302,"8",6,"the AI photo editing tool","reliable","3"
302,"8",1,"the AI photo editing tool","good-intentions","10"
302,"8",6,"the Instagram filter","trust","18"
302,"8",6,"the Instagram filter","reliable","9"
302,"8",1,"the Instagram filter","good-intentions","14"
302,"8",1,"the robot vacuum","trust","8"
302,"8",6,"the robot vacuum","reliable","6"
302,"8",1,"the robot vacuum","good-intentions","16"
302,"8",5,"the autonomous killer drone","trust","17"
302,"8",6,"the autonomous killer drone","reliable","5"
302,"8",1,"the autonomous killer drone","good-intentions","12"
303,"8",7,"the smart watch","trust","1"
303,"8",7,"the smart watch","reliable","2"
303,"8",1,"the smart watch","good-intentions","7"
303,"8",7,"the autonomous killer drone","trust","12"
303,"8",5,"the autonomous killer drone","reliable","10"
303,"8",1,"the autonomous killer drone","good-intentions","6"
303,"8",7,"the robot vacuum","trust","16"
303,"8",7,"the robot vacuum","reliable","15"
303,"8",1,"the robot vacuum","good-intentions","18"
303,"8",7,"Apple’s Siri","trust","17"
303,"8",7,"Apple’s Siri","reliable","14"
303,"8",1,"Apple’s Siri","good-intentions","13"
303,"8",1,"the audio transcription AI","trust","5"
303,"8",1,"the audio transcription AI","reliable","3"
303,"8",4,"the audio transcription AI","good-intentions","8"
303,"8",7,"the Instagram filter","trust","9"
303,"8",7,"the Instagram filter","reliable","11"
303,"8",2,"the Instagram filter","good-intentions","4"
304,"8",5,"the predictive sentencing algorithm","trust","6"
304,"8",4,"the predictive sentencing algorithm","reliable","9"
304,"8",1,"the predictive sentencing algorithm","good-intentions","2"
304,"8",5,"the spam filter","trust","14"
304,"8",6,"the spam filter","reliable","3"
304,"8",2,"the spam filter","good-intentions","8"
304,"8",3,"the Artificial Moral Advisor","trust","4"
304,"8",5,"the Artificial Moral Advisor","reliable","7"
304,"8",3,"the Artificial Moral Advisor","good-intentions","15"
304,"8",5,"the AI therapist","trust","10"
304,"8",5,"the AI therapist","reliable","11"
304,"8",3,"the AI therapist","good-intentions","13"
304,"8",7,"the AI photo editing tool","trust","1"
304,"8",7,"the AI photo editing tool","reliable","18"
304,"8",3,"the AI photo editing tool","good-intentions","17"
304,"8",7,"the robot vacuum","trust","5"
304,"8",7,"the robot vacuum","reliable","16"
304,"8",3,"the robot vacuum","good-intentions","12"
305,"8",7,"the AI photo editing tool","trust","7"
305,"8",7,"the AI photo editing tool","reliable","15"
305,"8",2,"the AI photo editing tool","good-intentions","5"
305,"8",5,"DALL-E","trust","12"
305,"8",7,"DALL-E","reliable","16"
305,"8",2,"DALL-E","good-intentions","18"
305,"8",7,"the self-driving car","trust","9"
305,"8",7,"the self-driving car","reliable","14"
305,"8",2,"the self-driving car","good-intentions","8"
305,"8",6,"the smart watch","trust","1"
305,"8",7,"the smart watch","reliable","17"
305,"8",2,"the smart watch","good-intentions","6"
305,"8",6,"Microsoft Copilot","trust","10"
305,"8",7,"Microsoft Copilot","reliable","11"
305,"8",3,"Microsoft Copilot","good-intentions","2"
305,"8",6,"the predictive sentencing algorithm","trust","13"
305,"8",7,"the predictive sentencing algorithm","reliable","4"
305,"8",2,"the predictive sentencing algorithm","good-intentions","3"
306,"8",1,"the predictive sentencing algorithm","trust","8"
306,"8",1,"the predictive sentencing algorithm","reliable","14"
306,"8",1,"the predictive sentencing algorithm","good-intentions","6"
306,"8",1,"the factory robot","trust","3"
306,"8",1,"the factory robot","reliable","15"
306,"8",1,"the factory robot","good-intentions","16"
306,"8",5,"DALL-E","trust","1"
306,"8",3,"DALL-E","reliable","9"
306,"8",1,"DALL-E","good-intentions","10"
306,"8",3,"Amazon Alexa","trust","7"
306,"8",1,"Amazon Alexa","reliable","13"
306,"8",1,"Amazon Alexa","good-intentions","12"
306,"8",1,"the predictive policing algorithm","trust","18"
306,"8",4,"the predictive policing algorithm","reliable","5"
306,"8",1,"the predictive policing algorithm","good-intentions","17"
306,"8",3,"the autonomous killer drone","trust","11"
306,"8",5,"the autonomous killer drone","reliable","4"
306,"8",1,"the autonomous killer drone","good-intentions","2"
307,"1",6,"the self-driving car","trust","3"
307,"1",7,"the self-driving car","reliable","18"
307,"1",6,"the self-driving car","good-intentions","17"
307,"1",7,"the predictive policing algorithm","trust","16"
307,"1",7,"the predictive policing algorithm","reliable","7"
307,"1",6,"the predictive policing algorithm","good-intentions","5"
307,"1",6,"the AI photo editing tool","trust","9"
307,"1",7,"the AI photo editing tool","reliable","8"
